event_month,date_event_began,time_event_began,restoration_date,restoration_time,area_affected,nerc_region_list,alert_criteria,event_type,demand_loss_(mw),number_of_customers_affected,year
may,2022-05-09 00:00:00,16:25:00,2022-05-09 00:00:00,17:10:00,texas:haskell county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
may,2022-05-11 00:00:00,18:00:00,2022-05-11 00:00:00,22:42:00,minnesota,['mro'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,105000,2022
may,2022-05-11 00:00:00,10:00:00,2022-05-11 00:00:00,10:01:00,iowa:clinton county,['mro'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
may,2022-05-12 00:00:00,16:50:00,2022-05-13 00:00:00,02:48:00,south dakota:davison county,['mro'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,,,2022
may,2022-05-12 00:00:00,14:58:00,2022-05-12 00:00:00,14:59:00,mississippi:harrison county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,0,0,2022
may,2022-05-12 00:00:00,14:58:00,2022-05-12 00:00:00,14:59:00,mississippi:lamar county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack-vandalism,0,0,2022
may,2022-05-12 00:00:00,01:00:00,2022-05-12 00:00:00,01:10:00,texas:frio county,['texas re'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-12 00:00:00,10:44:00,2022-05-12 00:00:00,13:34:00,missouri:barry county:dade county:lawrence county,['serc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,800,0,2022
may,2022-05-14 00:00:00,15:05:00,2022-05-14 00:00:00,16:30:00,texas,['texas re'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-15 00:00:00,23:30:00,2022-05-17 00:00:00,23:45:00,texas:collin county:dallas county:denton county:ellis county:grayson county:henderson county:hunt county:kaufman county:navarro county:rockwall county:smith county:tarrant county:van zandt county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,150000,2022
may,2022-05-15 00:00:00,21:00:00,2022-05-15 00:00:00,21:10:00,pennsylvania:montgomery county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-15 00:00:00,21:00:00,2022-05-15 00:00:00,21:10:00,pennsylvania:montgomery county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-16 00:00:00,05:00:00,2022-05-16 00:00:00,05:01:00,california:solano county:santa clara county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
may,2022-05-16 00:00:00,16:03:00,2022-05-16 00:00:00,19:32:00,arizona:pima county,['wecc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more; complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-17 00:00:00,12:10:00,nat,,new mexico:roosevelt county,['wecc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,25,,2022
may,2022-05-18 00:00:00,17:00:00,2022-05-31 00:00:00,12:00:00,new mexico:san juan county,['wecc'],fuel supply emergencies that could impact electric power system adequacy or reliability,fuel supply deficiency,560,0,2022
may,2022-05-18 00:00:00,11:00:00,2022-05-18 00:00:00,16:34:00,idaho:madison county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
may,2022-05-18 00:00:00,15:30:00,2022-05-18 00:00:00,16:30:00,pennsylvania:philadelphia county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-20 00:00:00,17:26:00,2022-05-20 00:00:00,17:33:00,new york,['npcc'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2022
may,2022-05-20 00:00:00,08:48:00,nat,,new york:broome county:monroe county,['npcc'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-21 00:00:00,21:53:00,2022-05-22 00:00:00,00:28:00,missouri:jackson county,['serc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack,0,0,2022
may,2022-05-22 00:00:00,02:30:00,2022-05-22 00:00:00,18:52:00,texas:harris county,['texas re'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,52172,2022
may,2022-05-22 00:00:00,22:40:00,2022-05-22 00:00:00,23:16:00,maine,['npcc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-25 00:00:00,06:42:00,2022-05-25 00:00:00,06:43:00,california:siskiyou county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,actual physical attack,0,0,2022
may,2022-05-27 00:00:00,07:56:00,2022-05-27 00:00:00,08:38:00,arizona:california:nevada:new mexico,['wecc'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-27 00:00:00,05:19:00,2022-05-27 00:00:00,06:00:00,ohio:cuyahoga county,['rf'],"physical threat to its facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the facility. or suspicious device or activity at its facility.",suspicious activity,0,0,2022
may,2022-05-29 00:00:00,16:41:00,2022-05-31 00:00:00,11:29:00,pennsylvania:york county,['rf'],"unexpected transmission loss within its area, contrary to design, of three or more bulk electric system facilities caused by a common disturbance (excluding successful automatic reclosing).",transmission interruption,0,0,2022
may,2022-05-29 00:00:00,01:18:00,2022-05-29 00:00:00,01:50:00,pennsylvania:montgomery county,['rf'],complete loss of monitoring or control capability at its staffed bulk electric system control center for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-30 00:00:00,14:10:00,2022-05-31 00:00:00,05:58:00,california:san diego county,['wecc'],unplanned evacuation from its bulk electric system control center facility for 30 continuous minutes or more.,system operations,0,0,2022
may,2022-05-31 00:00:00,13:58:00,2022-05-31 00:00:00,13:59:00,texas:travis county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
june,2022-06-01 00:00:00,10:47:00,2022-06-01 00:00:00,10:48:00,utah:california:oregon:umatilla county,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
june,2022-06-02 00:00:00,08:20:00,nat,,california:imperial county,['wecc'],physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,vandalism,0,0,2022
june,2022-06-03 00:00:00,03:48:00,2022-06-03 00:00:00,03:49:00,georgia:dekalb county,['serc'],"damage or destruction of a facility within its reliability coordinator area, balancing authority area or transmission operator area that results in action(s) to avoid a bulk electric system emergency.",vandalism,0,0,2022
june,2022-06-04 00:00:00,12:59:00,2022-06-05 00:00:00,02:15:00,texas:ector county,['texas re'],"total generation loss, within one minute of: greater than or equal to 2,000 megawatts in the eastern or western interconnection or greater than or equal to 1,400 megawatts in the ercot interconnection.",generation inadequacy,0,0,2022
june,2022-06-05 00:00:00,15:20:00,2022-06-05 00:00:00,20:12:00,california,['wecc'],firm load shedding of 100 megawatts or more implemented under emergency operational polic,generation inadequacy,,,2022
june,2022-06-06 00:00:00,10:21:00,2022-06-06 00:00:00,10:24:00,california:shasta county,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,system operations,13,4000,2022
june,2022-06-08 00:00:00,01:00:00,2022-06-08 00:00:00,06:00:00,missouri:clay county:jackson county:kansas:johnson county,"['serc', 'mro']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-transmission interruption,,91188,2022
june,2022-06-08 00:00:00,00:00:00,2022-06-08 00:00:00,04:00:00,kansas:missouri:nebraska,"['serc', 'mro']","loss of electric service to more than 50,000 customers for 1 hour or more",severe weather,,62000,2022
june,2022-06-08 00:00:00,01:00:00,2022-06-08 00:00:00,04:00:00,missouri,['serc'],"loss of electric service to more than 50,000 customers for 1 hour or more",severe weather-distribution interruption,,60000,2022
june,2022-06-09 00:00:00,02:33:00,2022-06-09 00:00:00,06:49:00,texas:dallas county,['texas re'],damage or destruction of its facility that results from actual or suspected intentional human action.,suspicious activity,0,0,2022
june,2022-06-09 00:00:00,07:00:00,2022-06-09 00:00:00,07:05:00,oregon:douglas county:washington:idaho:utah:wyoming,['wecc'],damage or destruction of its facility that results from actual or suspected intentional human action.,vandalism,0,0,2022
june,2022-06-10 00:00:00,12:08:00,2022-06-10 00:00:00,21:30:00,texas:el paso county,['texas re'],public appeal to reduce the use of electricity for purposes of maintaining the continuity of the bulk electric system,actual physical attack-vandalism,0,0,2022
june,2022-06-10 00:00:00,20:27:00,2022-06-10 00:00:00,21:30:00,california:kern county,['wecc'],firm load shedding of 100 megawatts or more implemented under emergency operational polic,system operations,100,39094,2022
june,2022-06-10 00:00:00,20:20:00,2022-06-10 00:00:00,20:28:00,california:kern county,['wecc'],firm load shedding of 100 megawatts or more implemented under emergency operational polic,system operations,100,,2022
june,2022-06-10 00:00:00,08:45:00,nat,,california,['wecc'],electrical system separation (islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,system operations,13437,445,2022
